customer_id,avg_spend,total_rev,tenure,churned,churn_probability
user_0836,118.79999999999998,1544.3999999999999,24,1,1.0
user_0837,99.0,594.0,6,1,1.0
user_0838,99.0,693.0,7,1,1.0
user_0839,109.56,657.36,14,1,1.0
user_0840,99.0,99.0,1,1,1.0
user_0841,99.0,396.0,108,1,1.0
user_0842,577.7777777777778,5200.0,60,1,1.0
user_0843,500.0,1500.0,15,1,1.0
user_0847,99.0,297.0,99,1,1.0
user_0848,99.0,297.0,36,1,1.0
user_0849,99.0,1089.0,24,1,1.0
user_0850,99.0,99.0,36,1,1.0
user_0851,99.0,99.0,1,1,1.0
user_0852,139.84457142857144,978.912,7,1,1.0
user_0853,119.59200000000001,1793.88,60,1,1.0
user_0854,99.0,594.0,72,1,1.0
user_0855,600.0,3000.0,60,1,1.0
user_0856,99.0,693.0,27,1,1.0
user_0857,107.48571428571428,1504.8,60,1,1.0
user_0859,99.0,693.0,121,1,1.0
user_0861,138.6,1663.2,12,1,1.0
user_0862,99.0,198.0,72,1,1.0
user_0863,99.0,495.0,60,1,1.0
user_0864,108.9,435.6,10,1,1.0
user_0865,99.0,594.0,96,1,1.0
user_0866,99.0,99.0,49,1,1.0
user_0867,99.0,396.0,10,1,1.0
user_0868,99.0,495.0,21,1,1.0
user_0869,99.0,1188.0,60,1,1.0
user_0873,99.0,1089.0,96,1,1.0
user_0875,111.375,891.0,18,1,1.0
user_0876,107.48571428571428,752.4,7,1,1.0
user_0877,106.425,851.4,18,1,1.0
user_0878,99.0,594.0,14,1,1.0
user_0879,99.0,495.0,108,1,1.0
user_0880,581.8181818181819,6400.0,11,1,1.0
user_0881,99.0,198.0,12,1,1.0
user_0882,99.0,99.0,1,1,1.0
user_0886,99.0,99.0,4,1,1.0
user_0887,99.0,495.0,21,1,1.0
user_0889,99.0,297.0,121,1,1.0
user_0890,118.8,118.8,100,1,1.0
user_0891,568.8888888888889,5120.0,96,1,1.0
user_0893,99.0,1188.0,132,1,1.0
user_0894,104.28,1564.2,15,1,1.0
user_0895,124.34400000000001,621.72,32,1,1.0
user_0896,99.0,198.0,110,1,1.0
user_0897,99.0,396.0,4,1,1.0
user_0898,99.0,99.0,9,1,1.0
user_0899,129.096,645.48,45,1,1.0
user_0900,113.85,455.4,88,1,1.0
user_0901,99.0,693.0,96,1,1.0
user_0904,128.832,772.992,72,1,1.0
user_0906,600.0,6000.0,36,1,1.0
user_0907,99.0,99.0,64,1,1.0
user_0908,99.0,99.0,-112,1,1.0
user_0909,126.1542857142857,883.0799999999999,121,1,1.0
user_0913,99.0,198.0,20,1,1.0
user_0916,116.325,930.6,8,1,1.0
user_0918,110.0,990.0,121,1,1.0
user_0919,500.0,500.0,1,1,1.0
user_0922,99.0,198.0,30,1,1.0
user_0923,112.2,1346.4,132,1,1.0
user_0924,99.0,297.0,99,1,1.0
user_0925,99.0,495.0,21,1,1.0
user_0926,99.0,99.0,1,1,1.0
user_0928,99.0,495.0,60,1,1.0
user_0929,120.38400000000001,601.9200000000001,77,1,1.0
user_0930,99.0,198.0,12,1,1.0
user_0931,99.0,594.0,50,1,1.0
user_0932,99.0,198.0,12,1,1.0
user_0933,99.0,198.0,12,1,1.0
user_0934,116.60000000000001,1049.4,108,1,1.0
user_0935,99.0,495.0,5,1,1.0
user_0936,118.8,118.8,4,1,1.0
user_0937,99.0,495.0,60,1,1.0
user_0938,108.9,217.8,56,1,1.0
user_0940,99.0,297.0,15,1,1.0
user_0941,123.60857142857142,1730.52,36,1,1.0
user_0942,99.0,594.0,6,1,1.0
user_0944,99.0,99.0,4,1,1.0
user_0945,99.0,297.0,36,1,1.0
user_0946,117.0,1287.0,48,1,1.0
user_0948,118.8,237.6,6,1,1.0
user_0950,122.76,1841.4,111,1,1.0
user_0953,99.0,495.0,32,1,1.0
user_0954,99.0,396.0,108,1,1.0
user_0955,99.0,297.0,3,1,1.0
user_0956,99.0,99.0,121,1,1.0
user_0957,102.3,613.8,108,1,1.0
user_0958,122.19428571428571,855.36,27,1,1.0
user_0961,99.0,99.0,1,1,1.0
user_0963,99.0,198.0,90,1,1.0
user_0964,99.0,99.0,121,1,1.0
user_0965,131.274,1050.192,18,1,1.0
user_0967,117.0,1287.0,108,1,1.0
user_0968,99.0,297.0,120,1,1.0
user_0970,118.8,1425.6,84,1,1.0
user_0971,106.92,534.6,96,1,1.0
user_0973,645.0,5160.0,18,1,1.0
user_0974,99.0,99.0,9,1,1.0
user_0977,99.0,99.0,16,1,1.0
user_0978,101.475,811.8,18,1,1.0
user_0979,105.60000000000001,316.8,63,1,1.0
user_0980,108.9,217.8,90,1,1.0
user_0981,119.46,716.76,96,1,1.0
user_0982,116.82000000000001,1168.2,120,1,1.0
user_0983,99.0,297.0,121,1,1.0
user_0984,99.0,792.0,44,1,1.0
user_0986,99.0,495.0,120,1,1.0
user_0987,99.0,495.0,121,1,1.0
user_0991,115.28,1037.52,121,1,1.0
user_0992,106.92,534.6,108,1,1.0
user_0993,114.39999999999999,1029.6,72,1,1.0
user_0994,118.8,950.4,121,1,1.0
user_0995,110.88000000000001,1663.2,15,1,1.0
user_0998,99.0,594.0,14,1,1.0
user_0999,110.88,554.4,21,1,1.0
user_1000,116.82000000000001,1168.2,60,1,1.0
user_1003,99.0,396.0,40,1,1.0
user_1004,99.0,594.0,84,1,1.0
user_1006,99.0,99.0,121,1,1.0
user_1007,99.0,99.0,81,1,1.0
user_1009,99.0,198.0,12,1,1.0
user_1010,113.85,455.4,10,1,1.0
user_1011,99.0,297.0,99,1,1.0
user_1012,99.0,693.0,16,1,1.0
user_1013,500.0,4500.0,33,1,1.0
user_1014,99.0,792.0,84,1,1.0
user_1016,99.0,198.0,72,1,1.0
user_1017,99.0,198.0,6,1,1.0
user_1018,99.0,99.0,64,1,1.0
user_1019,137.01600000000002,959.1120000000001,7,1,1.0
user_1020,99.0,396.0,28,1,1.0
user_1021,99.0,297.0,99,1,1.0
user_1023,99.0,99.0,49,1,1.0
user_1025,99.0,99.0,16,1,1.0
user_1026,116.325,930.6,8,1,1.0
user_1027,118.8,237.6,6,1,1.0
user_1028,99.0,495.0,5,1,1.0
user_1029,99.0,495.0,5,1,1.0
user_1031,99.0,198.0,2,1,1.0
user_1033,112.2,336.6,120,1,1.0
user_1034,99.0,693.0,84,1,1.0
user_1035,99.0,396.0,48,1,1.0
user_1036,99.0,198.0,56,1,1.0
user_1037,112.2,673.2,66,1,1.0
user_1038,99.0,396.0,28,1,1.0
user_1039,99.0,198.0,42,1,1.0
user_1042,118.8,594.0,45,1,1.0
user_1043,118.8,1306.8,24,1,1.0
user_1044,108.9,217.8,6,1,1.0
user_1045,99.0,99.0,100,1,1.0
user_1046,102.96,514.8,5,1,1.0
user_1049,105.60000000000001,633.6,121,1,1.0
user_1050,500.0,1000.0,2,1,1.0
user_1052,100.64999999999999,1207.8,122,1,1.0
user_1053,99.0,990.0,10,1,1.0
user_1055,99.0,1287.0,96,1,1.0
user_1056,99.0,693.0,7,1,1.0
user_1057,99.0,495.0,60,1,1.0
user_1058,99.0,396.0,10,1,1.0
user_1059,99.0,99.0,4,1,1.0
user_1060,99.0,792.0,30,1,1.0
user_1061,105.60000000000001,316.8,15,1,1.0
user_1062,99.0,1287.0,96,1,1.0
user_1063,117.0,1287.0,120,1,1.0
user_1064,118.8,118.8,4,1,1.0
user_1065,99.0,99.0,9,1,1.0
user_1066,500.0,3500.0,120,1,1.0
user_1068,99.0,990.0,22,1,1.0
user_1069,118.8,594.0,32,1,1.0
user_1070,99.0,594.0,96,1,1.0
user_1072,500.0,1000.0,6,1,1.0
user_1074,99.0,99.0,16,1,1.0
user_1075,110.88,554.4,121,1,1.0
user_1076,99.0,99.0,4,1,1.0
user_1080,99.0,297.0,120,1,1.0
user_1081,108.9,435.6,108,1,1.0
user_1082,118.8,237.6,2,1,1.0
user_1083,118.8,831.6,40,1,1.0
user_1084,99.0,396.0,48,1,1.0
user_1085,110.88,1108.8,108,1,1.0
user_1087,99.0,99.0,49,1,1.0
user_1088,500.0,4000.0,120,1,1.0
user_1090,99.0,297.0,8,1,1.0
user_1091,118.8,237.6,72,1,1.0
user_1092,99.0,396.0,4,1,1.0
user_1094,134.64,1211.76,33,1,1.0
user_1095,99.0,198.0,72,1,1.0
user_1096,108.9,435.6,4,1,1.0
user_1097,99.0,594.0,72,1,1.0
user_1098,99.0,396.0,54,1,1.0
user_1100,118.8,712.8,84,1,1.0
user_1101,99.0,297.0,121,1,1.0
user_1102,118.8,356.4,3,1,1.0
user_1103,99.0,693.0,7,1,1.0
user_1104,99.0,99.0,1,1,1.0
user_1105,509.09090909090907,5600.0,48,1,1.0
user_1110,575.0,2300.0,108,1,1.0
user_1111,500.0,1500.0,120,1,1.0
user_1112,99.0,198.0,72,1,1.0
user_1113,105.60000000000001,316.8,3,1,1.0
user_1114,99.0,297.0,3,1,1.0
user_1117,99.0,495.0,5,1,1.0
user_1118,99.0,792.0,84,1,1.0
user_1119,662.0,6620.0,22,1,1.0
user_1122,99.0,297.0,80,1,1.0
user_1123,121.11,1453.32,36,1,1.0
user_1124,99.0,99.0,25,1,1.0
user_1125,99.0,693.0,120,1,1.0
user_1126,99.0,198.0,2,1,1.0
user_1128,99.0,1188.0,12,1,1.0
user_1129,99.0,198.0,56,1,1.0
user_1130,99.0,198.0,2,1,1.0
user_1131,102.6,1128.6,36,1,1.0
user_1132,140.58,1686.96,12,1,1.0
user_1133,99.0,99.0,9,1,1.0
user_1134,99.0,396.0,88,1,1.0
user_1135,99.0,198.0,20,1,1.0
user_1136,99.0,693.0,55,1,1.0
user_1137,123.55199999999999,617.76,32,1,1.0
user_1139,99.0,198.0,20,1,1.0
user_1140,99.0,1089.0,24,1,1.0
user_1141,99.0,198.0,20,1,1.0
user_1144,99.0,198.0,2,1,1.0
user_1146,99.0,99.0,9,1,1.0
user_1147,99.0,297.0,8,1,1.0
user_1149,99.0,99.0,16,1,1.0
user_1150,99.0,99.0,1,1,1.0
user_1151,99.0,1089.0,72,1,1.0
user_1154,121.88000000000001,1096.92,96,1,1.0
user_1156,99.0,495.0,21,1,1.0
user_1157,500.0,5000.0,121,1,1.0
user_1159,118.8,356.4,80,1,1.0
user_1161,99.0,198.0,110,1,1.0
user_1162,118.8,237.6,12,1,1.0
user_1163,118.8,237.6,30,1,1.0
user_1164,99.0,297.0,120,1,1.0
user_1165,104.65714285714286,732.6,84,1,1.0
user_1166,118.8,1188.0,36,1,1.0
user_1167,99.0,891.0,48,1,1.0
user_1169,99.0,396.0,48,1,1.0
user_1170,99.0,99.0,121,1,1.0
user_1171,99.0,198.0,12,1,1.0
user_1172,99.0,198.0,121,1,1.0
user_1173,99.0,99.0,-112,1,1.0
user_1174,99.0,1287.0,48,1,1.0
user_1175,99.0,198.0,30,1,1.0
user_1176,99.0,198.0,121,1,1.0
user_1178,99.0,99.0,81,1,1.0
user_1180,99.0,99.0,64,1,1.0
user_1181,119.42526315789473,2269.08,19,1,1.0
user_1183,99.0,198.0,72,1,1.0
user_1184,99.0,495.0,12,1,1.0
user_1185,118.8,475.2,10,1,1.0
user_1186,115.5,1386.0,96,1,1.0
user_1187,138.53907692307692,1801.008,13,1,1.0
user_1191,118.8,356.4,3,1,1.0
user_1193,99.0,198.0,30,1,1.0
user_1194,99.0,198.0,20,1,1.0
user_1195,99.0,396.0,4,1,1.0
user_1196,99.0,396.0,28,1,1.0
user_1198,99.0,495.0,21,1,1.0
user_1199,106.425,851.4,30,1,1.0
user_1200,117.10285714285715,819.72,84,1,1.0
user_1201,102.3,613.8,121,1,1.0
user_1202,99.0,1188.0,84,1,1.0
user_1204,99.0,990.0,10,1,1.0
user_1207,500.0,500.0,100,1,1.0
user_1208,148.71497142857143,2082.0096,60,1,1.0
user_1209,99.0,297.0,121,1,1.0
user_1212,101.82857142857142,712.8,121,1,1.0
user_1213,99.0,297.0,120,1,1.0
user_1214,99.0,297.0,63,1,1.0
user_1215,500.0,5000.0,96,1,1.0
user_1217,99.0,495.0,32,1,1.0
user_1218,584.0,2920.0,45,1,1.0
user_1219,99.0,99.0,4,1,1.0
user_1221,99.0,99.0,9,1,1.0
user_1222,500.0,2000.0,40,1,1.0
user_1223,99.0,99.0,121,1,1.0
user_1224,99.0,99.0,4,1,1.0
user_1225,99.0,99.0,100,1,1.0
user_1226,550.0,4400.0,8,1,1.0
user_1227,500.0,1500.0,35,1,1.0
user_1230,99.0,198.0,90,1,1.0
user_1231,99.0,594.0,66,1,1.0
user_1232,118.8,475.2,4,1,1.0
user_1234,108.89999999999999,653.4,6,1,1.0
user_1236,126.1542857142857,883.0799999999999,16,1,1.0
user_1237,110.31428571428572,772.2,55,1,1.0
user_1238,118.8,594.0,60,1,1.0
user_1239,110.0,990.0,9,1,1.0
user_1240,500.0,4000.0,8,1,1.0
user_1241,99.0,297.0,48,1,1.0
user_1244,99.0,99.0,121,1,1.0
user_1245,115.28,1037.52,121,1,1.0
user_1246,99.0,396.0,28,1,1.0
user_1247,99.0,990.0,121,1,1.0
user_1248,126.1542857142857,883.0799999999999,108,1,1.0
user_1249,99.0,396.0,108,1,1.0
user_1250,99.0,297.0,8,1,1.0
user_1251,99.0,99.0,4,1,1.0
user_1252,99.0,495.0,12,1,1.0
user_1253,118.8,950.4,18,1,1.0
user_1254,99.0,693.0,40,1,1.0
user_1256,99.0,495.0,120,1,1.0
user_1257,118.8,118.8,9,1,1.0
user_1259,99.0,693.0,27,1,1.0
user_1260,118.8,237.6,72,1,1.0
user_1261,103.95,415.8,18,1,1.0
user_1262,99.0,198.0,121,1,1.0
user_1263,99.0,1584.0,16,1,1.0
user_1265,113.85,455.4,40,1,1.0
user_1266,99.0,198.0,6,1,1.0
user_1267,99.0,99.0,9,1,1.0
user_1268,99.0,297.0,8,1,1.0
user_1269,113.85,455.4,4,1,1.0
user_1270,99.0,99.0,100,1,1.0
user_1271,103.95,831.6,121,1,1.0
user_1272,99.0,792.0,18,1,1.0
user_1273,99.0,495.0,12,1,1.0
user_1276,99.0,495.0,121,1,1.0
user_1277,111.6,1227.6,108,1,1.0
user_1278,99.0,99.0,-112,1,1.0
user_1279,99.0,396.0,88,1,1.0
user_1280,135.216,1487.376,108,1,1.0
user_1281,112.2,336.6,121,1,1.0
user_1282,99.0,396.0,120,1,1.0
user_1283,530.0,5300.0,120,1,1.0
user_1284,99.0,396.0,70,1,1.0
user_1285,118.8,118.8,36,1,1.0
user_1287,500.0,2000.0,48,1,1.0
user_1289,122.04,1342.44,36,1,1.0
user_1290,99.0,99.0,4,1,1.0
user_1291,102.96,514.8,21,1,1.0
user_1292,99.0,198.0,30,1,1.0
user_1293,99.0,297.0,15,1,1.0
user_1294,99.0,693.0,96,1,1.0
user_1298,108.9,435.6,120,1,1.0
user_1299,113.85000000000001,1366.2,122,1,1.0
user_1300,99.0,297.0,120,1,1.0
user_1301,116.325,930.6,44,1,1.0
user_1302,99.0,198.0,2,1,1.0
user_1303,108.9,217.8,110,1,1.0
user_1305,99.0,198.0,30,1,1.0
user_1306,99.0,396.0,10,1,1.0
user_1307,99.0,198.0,24,1,1.0
user_1308,99.0,792.0,8,1,1.0
user_1311,99.0,495.0,60,1,1.0
user_1312,99.0,693.0,55,1,1.0
user_1314,99.0,594.0,24,1,1.0
user_1315,116.16000000000001,696.96,121,1,1.0
user_1316,99.0,99.0,16,1,1.0
user_1317,104.94000000000001,1049.4,48,1,1.0
user_1318,99.0,594.0,24,1,1.0
user_1320,580.0,2900.0,21,1,1.0
user_1321,99.0,495.0,77,1,1.0
user_1322,500.0,1500.0,35,1,1.0
user_1324,99.0,495.0,5,1,1.0
user_1325,99.0,297.0,48,1,1.0
user_1326,112.52999999999999,1350.36,24,1,1.0
user_1327,99.0,99.0,9,1,1.0
user_1329,99.0,396.0,28,1,1.0
user_1330,99.0,495.0,60,1,1.0
user_1331,500.0,3000.0,120,1,1.0
user_1332,118.8,118.8,64,1,1.0
user_1333,118.8,237.6,6,1,1.0
user_1334,99.0,297.0,8,1,1.0
user_1335,108.9,435.6,54,1,1.0
user_1336,105.60000000000001,316.8,8,1,1.0
user_1340,99.0,297.0,15,1,1.0
user_1342,112.2,673.2,108,1,1.0
user_1343,118.8,237.6,56,1,1.0
user_1344,99.0,495.0,21,1,1.0
user_1345,99.0,198.0,121,1,1.0
user_1346,99.0,396.0,4,1,1.0
user_1347,124.2,1366.2,11,1,1.0
user_1348,99.0,1089.0,60,1,1.0
user_1349,99.0,594.0,121,1,1.0
user_1350,500.0,500.0,-112,1,1.0
user_1351,108.0,1188.0,48,1,1.0
user_1352,118.8,356.4,120,1,1.0
user_1353,99.0,99.0,1,1,1.0
user_1354,99.0,693.0,72,1,1.0
user_1356,99.0,99.0,64,1,1.0
user_1357,99.0,297.0,36,1,1.0
user_1358,104.94000000000001,1049.4,96,1,1.0
user_1359,99.0,297.0,15,1,1.0
user_1360,99.0,99.0,49,1,1.0
user_1361,99.0,198.0,2,1,1.0
user_1362,99.0,297.0,48,1,1.0
user_1364,99.0,198.0,90,1,1.0
user_1365,99.0,198.0,42,1,1.0
user_1366,500.0,3000.0,14,1,1.0
user_1367,99.0,891.0,121,1,1.0
user_1368,102.3,613.8,121,1,1.0
user_1369,99.0,198.0,42,1,1.0
user_1370,151.2984,907.7904,50,1,1.0
user_1371,99.0,891.0,20,1,1.0
user_1372,99.0,1089.0,48,1,1.0
user_1374,116.325,930.6,96,1,1.0
user_1375,99.0,495.0,12,1,1.0
user_1377,99.0,396.0,120,1,1.0
user_1378,105.60000000000001,633.6,120,1,1.0
user_1379,118.8,118.8,100,1,1.0
user_1380,500.0,1000.0,12,1,1.0
user_1381,118.8,475.2,40,1,1.0
user_1382,99.0,297.0,3,1,1.0
user_1383,99.0,594.0,108,1,1.0
user_1384,123.48,1358.28,121,1,1.0
user_1385,99.0,198.0,24,1,1.0
user_1386,99.0,198.0,6,1,1.0
user_1387,116.60000000000001,1049.4,60,1,1.0
user_1388,113.85,455.4,70,1,1.0
user_1389,99.0,99.0,1,1,1.0
user_1390,118.8,118.8,100,1,1.0
user_1391,99.0,792.0,96,1,1.0
user_1393,99.0,594.0,72,1,1.0
user_1394,108.9,1089.0,10,1,1.0
user_1395,99.0,198.0,72,1,1.0
user_1396,99.0,99.0,25,1,1.0
user_1397,99.0,792.0,44,1,1.0
user_1398,99.0,198.0,12,1,1.0
user_1400,510.0,5100.0,48,1,1.0
user_1401,99.0,99.0,16,1,1.0
user_1402,99.0,99.0,121,1,1.0
user_1404,500.0,4000.0,96,1,1.0
user_1405,118.8,594.0,121,1,1.0
user_1406,99.0,396.0,40,1,1.0
user_1407,99.0,297.0,3,1,1.0
user_1408,99.0,396.0,120,1,1.0
user_1409,99.0,396.0,121,1,1.0
user_1411,104.4,1148.4,48,1,1.0
user_1413,116.60000000000001,1049.4,120,1,1.0
user_1414,112.2,336.6,3,1,1.0
user_1415,99.0,198.0,2,1,1.0
user_1416,99.0,198.0,6,1,1.0
user_1420,99.0,99.0,64,1,1.0
user_1421,99.0,198.0,90,1,1.0
user_1422,99.0,198.0,6,1,1.0
user_1423,500.0,6000.0,108,1,1.0
user_1424,99.0,396.0,120,1,1.0
user_1425,99.0,792.0,44,1,1.0
user_1426,106.92,534.6,12,1,1.0
user_1427,99.0,495.0,60,1,1.0
user_1429,102.96,514.8,12,1,1.0
user_1430,99.0,1485.0,72,1,1.0
user_1431,102.96,514.8,121,1,1.0
user_1432,99.0,396.0,4,1,1.0
user_1433,99.0,396.0,121,1,1.0
user_1434,99.0,99.0,9,1,1.0
user_1436,500.0,3000.0,6,1,1.0
user_1437,99.0,594.0,14,1,1.0
user_1438,99.0,99.0,4,1,1.0
user_1439,500.0,1500.0,35,1,1.0
user_1441,112.19999999999999,1009.8,121,1,1.0
user_1442,99.0,297.0,35,1,1.0
user_1443,120.45,1445.4,84,1,1.0
user_1444,99.0,1089.0,36,1,1.0
user_1446,106.92,534.6,32,1,1.0
user_1447,118.8,118.8,36,1,1.0
user_1448,99.0,396.0,10,1,1.0
user_1449,99.0,198.0,110,1,1.0
user_1450,111.672,558.36,21,1,1.0
user_1451,99.0,198.0,72,1,1.0
user_1452,99.0,396.0,4,1,1.0
user_1453,123.55199999999999,617.76,21,1,1.0
user_1454,500.0,5000.0,36,1,1.0
user_1456,118.06457142857143,1652.904,14,1,1.0
user_1457,116.325,930.6,8,1,1.0
user_1459,118.8,118.8,4,1,1.0
user_1460,99.0,99.0,-112,1,1.0
user_1461,99.0,198.0,2,1,1.0
user_1462,99.0,297.0,35,1,1.0
user_1463,550.0,1100.0,12,1,1.0
user_1466,99.0,297.0,99,1,1.0
user_1467,99.0,198.0,42,1,1.0
user_1468,113.85,455.4,54,1,1.0
user_1469,99.0,792.0,60,1,1.0
user_1470,118.80000000000001,1069.2,9,1,1.0
user_1471,99.0,1386.0,72,1,1.0
user_1472,109.8,1207.8,84,1,1.0
user_1474,148.8054857142857,2083.2768,72,1,1.0
user_1476,99.0,396.0,120,1,1.0
user_1478,113.70857142857143,795.96,55,1,1.0
user_1479,99.0,198.0,42,1,1.0
user_1480,99.0,693.0,72,1,1.0
user_1481,99.0,297.0,3,1,1.0
user_1482,99.0,396.0,10,1,1.0
user_1483,99.0,297.0,36,1,1.0
user_1484,110.88,554.4,21,1,1.0
user_1486,121.7178947368421,2312.64,84,1,1.0
user_1487,99.0,198.0,30,1,1.0
user_1488,117.14999999999999,1405.8,48,1,1.0
user_1491,118.8,237.6,56,1,1.0
user_1492,102.3,613.8,72,1,1.0
user_1493,500.0,5000.0,22,1,1.0
user_1494,99.0,99.0,121,1,1.0
user_1495,125.58857142857143,879.12,108,1,1.0
user_1496,99.0,297.0,80,1,1.0
user_1498,500.0,1000.0,72,1,1.0
user_1499,99.0,792.0,30,1,1.0
user_1501,135.31885714285713,1894.464,36,1,1.0
user_1502,114.39999999999999,1029.6,84,1,1.0
user_1504,99.0,396.0,10,1,1.0
user_1505,112.85999999999999,1128.6,72,1,1.0
user_1506,99.0,297.0,120,1,1.0
user_1507,108.9,217.8,110,1,1.0
user_1510,114.84,574.2,45,1,1.0
user_1511,108.9,217.8,6,1,1.0
user_1512,103.95,415.8,4,1,1.0
user_1513,99.0,99.0,1,1,1.0
user_1514,99.0,99.0,81,1,1.0
user_1517,500.0,500.0,36,1,1.0
user_1518,99.0,99.0,49,1,1.0
user_1520,179.00784,2148.09408,48,1,1.0
user_1521,99.0,396.0,88,1,1.0
user_1522,99.0,594.0,66,1,1.0
user_1523,99.0,495.0,21,1,1.0
user_1524,99.0,198.0,121,1,1.0
user_1525,99.0,396.0,40,1,1.0
user_1526,99.0,396.0,4,1,1.0
user_1528,104.94000000000001,1049.4,22,1,1.0
user_1529,99.0,594.0,14,1,1.0
user_1530,99.0,594.0,72,1,1.0
user_1533,118.8,1306.8,108,1,1.0
user_1534,99.0,198.0,24,1,1.0
user_1537,99.0,99.0,9,1,1.0
user_1538,111.6,1227.6,24,1,1.0
user_1539,108.9,217.8,110,1,1.0
user_1540,99.0,693.0,72,1,1.0
user_1541,132.858,531.432,4,1,1.0
user_1543,99.0,990.0,10,1,1.0
user_1544,99.0,297.0,121,1,1.0
user_1546,600.0,1800.0,99,1,1.0
user_1547,99.0,198.0,121,1,1.0
user_1548,99.0,495.0,21,1,1.0
user_1549,99.0,99.0,81,1,1.0
user_1550,500.0,5000.0,121,1,1.0
user_1551,114.84,918.72,18,1,1.0
user_1552,533.3333333333334,1600.0,99,1,1.0
user_1553,113.85,910.8,96,1,1.0
user_1554,114.23076923076923,1485.0,96,1,1.0
user_1555,99.0,297.0,15,1,1.0
user_1556,99.0,297.0,8,1,1.0
user_1557,128.0603076923077,1664.784,48,1,1.0
user_1558,99.0,693.0,40,1,1.0
user_1559,99.0,198.0,90,1,1.0
user_1561,99.0,396.0,120,1,1.0
user_1562,99.0,297.0,24,1,1.0
user_1563,99.0,594.0,24,1,1.0
user_1564,118.8,831.6,27,1,1.0
user_1565,99.0,99.0,100,1,1.0
user_1566,99.0,990.0,48,1,1.0
user_1567,580.0,5800.0,120,1,1.0
user_1568,99.0,891.0,20,1,1.0
user_1569,99.0,1485.0,72,1,1.0
user_1570,99.0,198.0,42,1,1.0
user_1571,99.0,693.0,16,1,1.0
user_1572,104.65714285714286,732.6,96,1,1.0
user_1574,516.6666666666666,3100.0,24,1,1.0
user_1575,130.32,1433.52,11,1,1.0
user_1576,99.0,396.0,121,1,1.0
user_1577,118.008,1180.08,108,1,1.0
user_1578,99.0,99.0,36,1,1.0
user_1579,139.92,1259.28,60,1,1.0
user_1581,139.392,2090.88,60,1,1.0
user_1582,99.0,99.0,16,1,1.0
user_1583,99.0,297.0,3,1,1.0
user_1584,102.3,613.8,14,1,1.0
user_1585,99.0,198.0,6,1,1.0
user_1586,99.0,99.0,100,1,1.0
user_1587,500.0,1000.0,56,1,1.0
user_1589,111.375,891.0,8,1,1.0
user_1590,121.77,1948.32,16,1,1.0
user_1591,500.0,2000.0,120,1,1.0
user_1592,106.92,534.6,77,1,1.0
user_1594,99.0,198.0,2,1,1.0
user_1595,99.0,495.0,96,1,1.0
user_1596,600.0,600.0,1,1,1.0
user_1597,113.14285714285714,792.0,84,1,1.0
user_1601,106.92,534.6,108,1,1.0
user_1602,119.36571428571428,835.56,120,1,1.0
user_1603,99.0,297.0,8,1,1.0
user_1604,106.61538461538461,1386.0,108,1,1.0
user_1605,99.0,693.0,96,1,1.0
user_1606,99.0,99.0,1,1,1.0
user_1607,99.0,792.0,96,1,1.0
user_1608,108.9,217.8,6,1,1.0
user_1610,99.0,495.0,60,1,1.0
user_1612,99.0,297.0,36,1,1.0
user_1613,500.0,1000.0,110,1,1.0
user_1614,118.8,1663.2,36,1,1.0
user_1616,500.0,500.0,36,1,1.0
user_1617,99.0,99.0,16,1,1.0
user_1619,112.2,336.6,80,1,1.0
user_1620,99.0,990.0,60,1,1.0
user_1621,99.0,297.0,80,1,1.0
user_1622,99.0,99.0,49,1,1.0
user_1624,99.0,198.0,20,1,1.0
user_1625,99.0,99.0,49,1,1.0
user_1626,115.97142857142856,811.8,7,1,1.0
user_1627,500.0,500.0,1,1,1.0
user_1628,500.0,2000.0,10,1,1.0
user_1629,118.80000000000001,1069.2,33,1,1.0
user_1630,108.9,217.8,72,1,1.0
user_1631,110.88,554.4,120,1,1.0
user_1632,118.8,118.8,-112,1,1.0
user_1633,525.0,6300.0,84,1,1.0
user_1635,99.0,198.0,110,1,1.0
user_1636,99.0,396.0,88,1,1.0
user_1637,118.8,475.2,4,1,1.0
user_1639,99.0,396.0,18,1,1.0
user_1640,106.92,534.6,5,1,1.0
user_1641,104.65714285714286,732.6,40,1,1.0
user_1642,99.0,99.0,16,1,1.0
user_1643,112.86,677.16,96,1,1.0
user_1644,500.0,500.0,100,1,1.0
user_1645,99.0,198.0,12,1,1.0
user_1646,99.0,198.0,121,1,1.0
user_1647,99.0,297.0,35,1,1.0
user_1649,118.8,356.4,36,1,1.0
user_1650,99.0,693.0,16,1,1.0
user_1651,118.8,118.8,-112,1,1.0
user_1652,99.0,693.0,16,1,1.0
user_1653,118.8,712.8,14,1,1.0
user_1654,124.08,1116.72,20,1,1.0
user_1656,107.316,1073.16,72,1,1.0
user_1657,99.0,198.0,42,1,1.0
user_1659,99.0,792.0,30,1,1.0
user_1660,101.475,811.8,30,1,1.0
user_1661,99.0,297.0,24,1,1.0
user_1662,99.0,99.0,-112,1,1.0
user_1663,99.0,297.0,36,1,1.0
user_1666,500.0,3000.0,120,1,1.0
user_1667,99.0,297.0,35,1,1.0
user_1668,99.0,198.0,72,1,1.0
user_1669,577.7777777777778,5200.0,72,1,1.0
user_1671,114.39999999999999,1029.6,108,1,1.0
user_1672,102.3,613.8,96,1,1.0
